model,model_from_report,target_type,probe,start_time,end_time,duration_seconds,duration_minutes,duration_hours,run_uuid,source_file
qwen3_5_q8,qwen3.5_q8,ollama,topic,2026-06-02T06:26:07.328265,2026-06-02T15:35:40.793724,32973.465459,549.55775765,9.159295960833333,fc04b2c0-51d3-42d1-9eef-88d99f5122ff,qwen3_5_q8_topic.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,ansiescape,2026-06-02T18:37:57.341723,2026-06-02T19:15:43.697383,2266.35566,37.77259433333334,0.629543238888889,49612097-4038-4950-8e9c-a6dc554523d6,qwen3_5_q8_uncensored_ansiescape.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,atkgen,2026-04-05T19:02:42.997638,2026-04-05T19:25:26.662364,1363.664726,22.727745433333332,0.3787957572222222,c9fb0657-429a-4d9a-98a2-cb9c4a12e05e,qwen3_5_q8_uncensored_atkgen.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.Ablation_Dan_11_0,2026-05-17T22:26:29.194110,2026-05-18T01:24:12.926082,10663.731972,177.7288662,2.96214777,c4281c56-2f9e-42fa-a73f-37f2159e819a,qwen3_5_q8_uncensored_dan.Ablation_Dan_11_0.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.AntiDAN,2026-05-18T01:24:13.733228,2026-05-18T01:24:49.630934,35.897706,0.5982951,0.009971585,794a16c9-c672-4847-bc6d-243f4bf09c73,qwen3_5_q8_uncensored_dan.AntiDAN.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.AutoDAN,2026-05-18T01:24:50.021821,2026-05-18T01:25:18.281745,28.259924,0.47099873333333336,0.00784997888888889,07d619a6-8ab0-4604-9fa8-d10229dbcf02,qwen3_5_q8_uncensored_dan.AutoDAN.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.AutoDANCached,2026-05-18T01:25:19.316460,2026-05-18T01:29:17.059762,237.743302,3.9623883666666666,0.06603980611111111,fcf34eda-06b2-45f9-b2ed-0a89f1d73e65,qwen3_5_q8_uncensored_dan.AutoDANCached.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.ChatGPT_Developer_Mode_RANTI,2026-05-18T01:29:17.503056,2026-05-18T01:31:08.134322,110.631266,1.8438544333333333,0.03073090722222222,f7c498b2-7562-4925-9e18-e647e447efcf,qwen3_5_q8_uncensored_dan.ChatGPT_Developer_Mode_RANTI.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.ChatGPT_Developer_Mode_v2,2026-05-18T01:31:08.564999,2026-05-18T01:32:16.856555,68.291556,1.1381926,0.018969876666666666,48db7db0-f6fe-47bd-9f25-27abcff1ad93,qwen3_5_q8_uncensored_dan.ChatGPT_Developer_Mode_v2.report.jsonl
qwen3_5_q8_uncensored,qwen3.5_q8_uncensored,ollama,dan.ChatGPT_Image_Markdown,2026-05-18T01:32:17.246545,2026-05-18T01:32:30.692516,13.445971,0.22409951666666666,0.0037349919444444445,057d87cf-01a3-4800-83ac-231584e47190,qwen3_5_q8_uncensored_dan.ChatGPT_Image_Markdown.report.jsonl
